Feature name	Feature description	Feature name paper	Feature ID	Feature type	Feature variation	Phenotype1	Description phenotype 1	Phenotype2	Description phenotype 2	Tissue	Tissue description	Experimental	Method	Interaction observed	Name interactive feature	ID interactive feature	Type interactive feature	Organism	Population	T.cruzi strain	Paper PMID	Paper DOI	Paper title	Paper publication date
Ccr5	chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]	CCR5	ENSMUSG00000079227	Protein	UP	Acute	15 dpi	Healthy		Splenocyte	CD3+	Yes	Flow cytometry	No				Mus musculus	C57BL/6	Y strain	15655788	10.1086/427515	CCR5 Plays a Critical Role in the Development of Myocarditis and Host Protection in Mice Infected with Trypanosoma cruzi	2005
Ccr5	chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]	CCR5	ENSMUSG00000079227	Protein	UP	Acute	10 dpi	Healthy		Splenocyte	CD8+	Yes	Flow cytometry	No				Mus musculus	C57BL/6	Y strain	15655788	10.1086/427515	CCR5 Plays a Critical Role in the Development of Myocarditis and Host Protection in Mice Infected with Trypanosoma cruzi	2005
Ccr5	chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]	CCR5	ENSMUSG00000079227	Protein	UP	Acute	15 dpi	Healthy		Splenocyte	CD8+	Yes	Flow cytometry	No				Mus musculus	C57BL/6	Y strain	15655788	10.1086/427515	CCR5 Plays a Critical Role in the Development of Myocarditis and Host Protection in Mice Infected with Trypanosoma cruzi	2005
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	UP	Cardiac		Healthy		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	UP	Cardiac		Indeterminate		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
CXCR3	C-X-C motif chemokine receptor 3	CXCR3	ENSG00000186810	Protein	UP	Cardiac		Healthy		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
CXCR3	C-X-C motif chemokine receptor 3	CXCR3	ENSG00000186810	Protein	UP	Cardiac		Indeterminate		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
IFNG	interferon gamma	IFN-Î³	ENSG00000111537	Protein	UP	Cardiac		Healthy		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
IFNG	interferon gamma	IFN-Î³	ENSG00000111537	Protein	UP	Cardiac		Indeterminate		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
IL10	interleukin 10	IL-10	ENSG00000136634	Protein	UP	Indeterminate		Healthy		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
IL10	interleukin 10	IL-10	ENSG00000136634	Protein	DOWN	Cardiac		Indeterminate		PBMC		Yes	Cytometry	No				Homo sapiens	Brazil	Y strain	16299288	10.1128/IAI.73.12.7960-7966.2005	Type 1 Chemokine Receptor Expression in Chagas' Disease Correlates with Morbidity in Cardiac Patients	2005
CCL2	C-C motif chemokine ligand 2	CCL2	ENSG00000108691	Protein	UP	Severe cardiac		Healthy		PBMC		Yes	ELISA	No				Homo sapiens	Brazil		15034825	10.1086/381892	Elevated concentrations of CCL2 and tumor necrosis factor-alpha in chagasic cardiomyopathy	2004
CCL2	C-C motif chemokine ligand 2	CCL2	ENSG00000108691	Protein	UP	Severe cardiac		Mild cardiac		PBMC		Yes	ELISA	No				Homo sapiens	Brazil		15034825	10.1086/381892	Elevated concentrations of CCL2 and tumor necrosis factor-alpha in chagasic cardiomyopathy	2004
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	UP	Mild cardiac		Healthy		PBMC	CD4+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	UP	Mild cardiac		Healthy		PBMC	CD8+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD4+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD8+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CCR5	C-C motif chemokine receptor 5	CCR5	ENSG00000160791	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD14+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CXCR4	C-X-C motif chemokine receptor 4	CXCR4	ENSG00000121966	Protein	UP	Mild cardiac		Healthy		PBMC	CD4+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CXCR4	C-X-C motif chemokine receptor 4	CXCR4	ENSG00000121966	Protein	DOWN	Severe cardiac		Healthy		PBMC	CD14+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CXCR4	C-X-C motif chemokine receptor 4	CXCR4	ENSG00000121966	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD4+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CXCR4	C-X-C motif chemokine receptor 4	CXCR4	ENSG00000121966	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD8+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
CXCR4	C-X-C motif chemokine receptor 4	CXCR4	ENSG00000121966	Protein	DOWN	Severe cardiac		Mild cardiac		PBMC	CD14+	Yes	Fluorescence	No				Homo sapiens	Brazil		14722885	10.1086/380803	Chemokine receptor expression on the surface of peripheral blood mononuclear cells in Chagas disease	2004
TNF	tumor necrosis factor	TNF-Î±	ENSG00000232810	Protein	UP	Severe cardiac		Healthy		PBMC		Yes	ELISA	No				Homo sapiens	Brazil		15034825	10.1086/381892	Elevated concentrations of CCL2 and tumor necrosis factor-alpha in chagasic cardiomyopathy	2004
TNF	tumor necrosis factor	TNF-Î±	ENSG00000232810	Protein	UP	Severe cardiac		Mild cardiac		PBMC		Yes	ELISA	No				Homo sapiens	Brazil		15034825	10.1086/381892	Elevated concentrations of CCL2 and tumor necrosis factor-alpha in chagasic cardiomyopathy	2004
Il1b	interleukin 1 beta [Source:RGD Symbol;Acc:2891]	IL-1Î²	ENSRNOG00000004649	Protein	UP	Acute	24h pi	Healthy		Cardiomyocytes		Yes	ELISA	No				Rattus norvegicus	Dawley rats	Y strain	12874323	10.1128/IAI.71.8.4441-4447.2003	Role for Interleukin-1 beta in Trypanosoma cruzi-Induced Cardiomyocyte Hypertrophy	2003
TNF	TNF superfamily member 8	TNF-a	ENSG00000106952	Protein	UP	Cardiac		Asymptomatic		Plasma	NA	Yes	High sensitivity Quantikine HS	No				Homo sapiens	Brazil		12886425	10.1590/s0074-02762003000300021	Increased plasma levels of tumor necrosis factor-alpha in asymptomatic/indeterminate and Chagas disease cardiomyopathy patients	2003
TNF	TNF superfamily member 8	TNF-a	ENSG00000106952	Protein	UP	Chagas		Healthy		Plasma		Yes	High sensitivity Quantikine HS	No				Homo sapiens	Brazil		12886425	10.1590/s0074-02762003000300021	Increased plasma levels of tumor necrosis factor-alpha in asymptomatic/indeterminate and Chagas disease cardiomyopathy patients	2003
TNF	TNF superfamily member 8	TNF-a	ENSG00000106952	Protein	UP	Severe cardiac	EF <= 0.5	Moderate cardiac	EF > 0.5	Plasma	NA	Yes	High sensitivity Quantikine HS	No				Homo sapiens	Brazil		12886425	10.1590/s0074-02762003000300021	Increased plasma levels of tumor necrosis factor-alpha in asymptomatic/indeterminate and Chagas disease cardiomyopathy patients	2003
TGFB1	transforming growth factor beta 1	TGF-Î²1	ENSG00000105329	Protein	UP	Cardiac	Card1	Healthy		Serum	NA	Yes	ELISA	No				Homo sapiens	Brazil		12447769	10.1086/345882	Implication of transforming growth factor-beta1 in Chagas disease myocardiopathy	2002
TGFB1	transforming growth factor beta 1	TGF-Î²1	ENSG00000105329	Protein	UP	Cardiac	Card2	Healthy		Serum	NA	Yes	ELISA	No				Homo sapiens	Brazil		12447769	10.1086/345882	Implication of transforming growth factor-beta1 in Chagas disease myocardiopathy	2002
TGFB1	transforming growth factor beta 1	TGF-Î²1	ENSG00000105329	Protein	UP	Indeterminate		Healthy		Serum	NA	Yes	ELISA	No				Homo sapiens	Brazil		12447769	10.1086/345882	Implication of transforming growth factor-beta1 in Chagas disease myocardiopathy	2002
Endothelin-1	endothelin 1	Endothelin-1	ENSG00000078401	Protein	UP	Cardiac		Asymptomatic		Plasma	NA	Yes	Radioimmunoassay	No				Homo sapiens	Argentina		11356406	10.1016/s0002-9149(01)01502-8	High plasma immunoreactive endothelin levels in patients with Chagas' cardiomyopathy	2001
Endothelin-1	endothelin 1	Endothelin-1	ENSG00000078401	Protein	UP	Cardiac		Healthy		Plasma	NA	Yes	Radioimmunoassay	No				Homo sapiens	Argentina		11356406	10.1016/s0002-9149(01)01502-8	High plasma immunoreactive endothelin levels in patients with Chagas' cardiomyopathy	2001
Il10	interleukin 10 [Source:MGI Symbol;Acc:MGI:96537]	IL-10	ENSMUSG00000016529	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il10	interleukin 10 [Source:MGI Symbol;Acc:MGI:96537]	IL-10	ENSMUSG00000016529	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p70	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p70	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Chronic		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Chronic		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il13	interleukin 13 [Source:MGI Symbol;Acc:MGI:96541]	IL-13	ENSMUSG00000020383	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il13	interleukin 13 [Source:MGI Symbol;Acc:MGI:96541]	IL-13	ENSMUSG00000020383	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
Il18	interleukin 18 [Source:MGI Symbol;Acc:MGI:107936]	IL-18	ENSMUSG00000039217	Protein	UP	Acute		Healthy		Spleen cell	NA	Yes	ELISA	No				Mus musculus	C3H/He	Tulahuen	11600197	10.1016/s0165-2478(01)00283-8	Early IFN-gamma production is related to the presence of interleukin (IL)-18 and the absence of IL-13 in experimental Trypanosoma cruzi infections	2001
s-PECAM-1	platelet and endothelial cell adhesion molecule 1	s-PECAM-1	ENSG00000261371	Protein	UP	Severe cardiac		Asymptomatic		Plasma	NA	Yes	ELISA	No				Homo sapiens	Argentina		11309161	10.1046/j.1365-3083.2001.00916.x	alpha 4 Integrins and sialyl Lewis x modulation in chronic Chagas disease: further evidence of persistent immune activation	2001
s-PECAM-1	platelet and endothelial cell adhesion molecule 1	s-PECAM-1	ENSG00000261371	Protein	UP	Severe cardiac		Healthy		Plasma	NA	Yes	ELISA	No				Homo sapiens	Argentina		11309161	10.1046/j.1365-3083.2001.00916.x	alpha 4 Integrins and sialyl Lewis x modulation in chronic Chagas disease: further evidence of persistent immune activation	2001
Edn1	endothelin 1 [Source:MGI Symbol;Acc:MGI:95283]	ET-1	ENSMUSG00000021367	Protein	UP	Acute		Healthy		Plasma	NA	Yes	ELISA	No				Mus musculus	C57BL/6	Tulahuen	11064272	10.1016/s1054-8807(00)00045-4	Myocardial expression of endothelin-1 in murine Trypanosoma cruzi infection	2000
Edn1	endothelin 1 [Source:MGI Symbol;Acc:MGI:95283]	ET-1	ENSMUSG00000021367	Protein	UP	Acute		Healthy		Plasma	NA	Yes	ELISA	No				Mus musculus	CD1	Tulahuen	11064272	10.1016/s1054-8807(00)00045-4	Myocardial expression of endothelin-1 in murine Trypanosoma cruzi infection	2000
ICAM-1	intercellular adhesion molecule 1	ICAM-1	ENSG00000090339	Protein	UP	Cardiac		Healthy		Heart	Endothelial & interstitial cells	Yes	Immunohistochemical expression	No				Homo sapiens			10867361	10.1016/s1054-8807(00)00027-2	Upregulation of Adhesion Molecules and Class I HLA in the Myocardium of Chronic Chagasic Cardiomyopathy and Heart Allograft Rejection, But Not in Dilated Cardiomyopathy	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Acute		Healthy		Spleen cell		Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Acute		Healthy		Serum		Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Acute		Healthy		Spleen cell		Yes	ELISA	No				Mus musculus	C3H	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Acute		Healthy		Serum		Yes	ELISA	No				Mus musculus	C3H	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Chronic		Healthy		Spleen cell		Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Chronic		Healthy		Serum		Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	IFN-Î³	ENSMUSG00000055170	Protein	UP	Chronic		Healthy		Spleen cell		Yes	ELISA	No				Mus musculus	C3H	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Serum		Yes	ELISA	No				Mus musculus	BALB/c	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
Il12b	interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]	IL-12 p40	ENSMUSG00000004296	Protein	UP	Acute		Healthy		Spleen cell		Yes	ELISA	No				Mus musculus	C3H	Tulahuen	10714437	10.1016/s0165-2478(99)00172-8	IL-12 and IFN-gamma production, and NK cell activity, in acute and chronic experimental Trypanosoma cruzi infections	2000
